sample,FG001,FG002,FG003,FG004,FG005,FG006,FG007,FG009,FG010,FG011,FG013,FG014,FG015,FG016,FG017,FG018,FG019,FG021,FG024,FG026,FG027,FG031,FG032,FG033,FG034,FG035,FG100_B,FG101_B,FG102_B,FG103_B,FG104_B,FG106,FG107,FG108,FG109,FG111,FG201,FG202,FG203,FG204,FG205,FG206,FG207,FG209,FG210,FG211,FG212,Q314,Q316,Q318,Q323,Q324,Q325,Q326,Q330,Q332,Q334,Q338,Q339,Q347,Q351,Q352,Q353,Q354,Q355,Q356
15354,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0102,0101,0101,0101,0102,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101
15355,0910,1016,1010,1010,1010,0110,1010,1010,0000,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,0110,1010,1010,1010,1011,0206,1010,1015,1012,1013,1010,1010,1010,1010,1010,1010,1010,0505,1010,0707,1010,0810,1010,0810,1016,1010,1010,1014,1010,1018,1010,1010,0417,0000,1010,0410,1010,1010,1010,1010,1010,1010
15361,0202,0202,0204,0204,0202,0202,0202,0202,0202,0000,0202,0204,0204,0000,0202,0202,0204,0202,0204,0404,0202,0202,0202,0202,0202,0204,0204,0202,0204,0202,0202,0202,0202,0102,0202,0204,0204,0203,0202,0202,0204,0202,0202,0202,0202,0204,0202,0202,0404,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0204,0202,0204,0404,0202,0204,0204
15362,0000,0707,0707,0107,0708,0000,0707,0707,0707,0707,0707,0708,0707,0707,0707,0707,0707,0707,0707,0707,0707,0000,0707,0707,0607,0707,0707,0707,0707,0607,0707,0303,0710,0707,0707,0707,0507,0707,0707,0707,0707,0707,0707,0707,0407,0707,0707,0000,0707,0707,0107,0707,0707,0707,0707,0707,0707,0707,0707,0707,0709,0708,0101,0707,0707,0207
15364,0707,0707,0707,0707,0310,0707,0707,0707,0707,0707,0707,0709,0707,1010,0707,0707,1010,0707,0808,0710,0707,0710,0707,0710,0708,0707,0707,0707,1010,0707,0707,0707,0707,0710,0708,0707,0404,0707,0707,0101,0202,0710,0707,0707,0707,0707,0707,0707,0707,0707,0707,0607,0707,0507,0707,0707,0707,0707,0711,0707,0707,0707,0404,0708,0710,0707
15378,0606,0506,0000,0606,0606,0608,0608,0606,0606,0606,0505,0506,0606,0606,0505,0506,0506,0206,0606,0608,0508,0607,0606,0606,0105,0606,0607,0506,0508,0509,0606,0606,0606,0611,0606,0606,0406,0305,0506,0606,0505,0606,0506,0606,0106,0506,0506,0105,0606,0508,0808,0106,0606,0506,0506,0506,0506,0506,0510,0606,0506,0000,0506,0606,0101,0506
15379,1018,1010,0110,1010,1010,1010,1010,0000,1010,1010,0000,1010,1010,0000,1012,0610,0512,1013,1010,0000,0110,0000,1010,1319,0107,1010,1314,0000,0107,0505,0113,0710,0110,1010,1010,1010,1010,1014,0000,1013,1414,0618,0000,0410,0809,1018,0101,1014,1017,1010,1014,0110,1010,1010,1012,0310,1010,1010,1013,1013,0610,1919,0000,1010,0000,0101
15387,0000,0606,0606,0606,0609,0106,0606,0612,0606,0606,0606,0000,0101,0606,0606,0306,0606,0102,0606,0609,0606,0106,0106,0606,0606,0606,0609,0609,0606,0606,0101,0606,0813,0612,0606,0606,0606,0606,0614,0000,0813,0606,0612,0106,0106,1415,0606,0606,0606,0606,0106,0611,0106,0106,0000,0606,0606,0106,0609,0606,0606,0506,0606,0609,0000,0613
15390,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0102,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101
15393,1313,0000,0505,0303,0307,0303,1313,0308,1313,0513,0305,0313,0305,0000,0000,0303,0000,0000,0505,0303,0313,0000,0506,0303,0000,0313,0000,0303,1313,0303,0103,0303,0505,0303,0303,0303,0508,0303,0305,0505,0808,0303,0513,0000,0000,0000,0203,0000,0000,0303,0303,0000,0303,0313,0303,0303,0303,1313,0203,0305,0308,0303,0303,0000,0000,0304
15395,0202,0202,0202,0202,0202,0202,0202,0202,0202,0000,0202,0202,0202,0000,0000,0202,0202,0202,0000,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0203,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0102
15398,0202,0207,0202,0102,0101,0107,0101,0202,0000,0507,0102,0202,0207,0000,0102,0000,0000,0101,0207,0202,0102,0000,0202,0000,0505,0102,0202,0707,0102,0101,0102,0101,0707,0206,0707,0205,0101,0707,0202,0000,0203,0102,0000,0202,0103,0707,0202,0202,0202,0202,0202,0102,0507,0102,0707,0202,0101,0000,0101,0202,0202,0000,0202,0505,0104,0107
15400,0407,0407,0707,0204,0407,0407,0407,0404,0707,0707,0707,0707,0707,0707,0708,0708,0707,0404,0707,0707,0406,0707,0407,0407,0707,0404,0707,0404,0407,0407,0707,0207,0404,0708,0407,0405,0407,0407,0707,0204,0407,0407,0407,0107,0707,0707,0407,0304,0404,0407,0407,0404,0407,0707,0407,0707,0407,0404,0707,0707,0407,0707,0404,0407,0407,0407
15406,0307,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0000,0303,0303,0303,0307,0303,0303,0303,0303,0303,0304,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0101,0303,0202,0303,0303,0303,0306,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0505
15410,1515,0815,0820,1518,1521,0623,0000,0000,1313,1518,1418,1416,0608,0808,0608,1818,0606,2020,0000,0308,1118,0808,1518,1315,0808,0813,1315,1322,1515,1515,0609,1118,1818,0808,1415,0808,0815,0606,0808,0000,0818,0408,0000,0815,0612,0818,1517,0715,0815,0506,0122,0515,1515,0000,0815,0815,0118,0000,0813,1518,0000,1517,0000,0320,0215,1515
15414,0101,0000,0000,0105,0105,0101,0505,0101,0505,0506,0105,0101,0000,0105,0101,0105,0505,0101,0101,0101,0101,0105,0000,0505,0505,0505,0101,0101,0101,0000,0101,0505,0101,0101,0101,0101,0101,0104,0101,0101,0101,0101,0101,0101,0105,0505,0103,0101,0101,0105,0101,0101,0101,0101,0101,0000,0101,0000,0101,0105,0505,0101,0505,0101,0105,0505
15417,1117,0917,1117,1717,1717,1717,0000,2222,0000,0000,1120,1117,1717,1117,0317,1717,1111,0517,1717,1515,1116,1717,1717,1117,1117,0717,1718,1717,1717,0617,0217,1114,1111,0000,1111,1717,0000,1111,1717,1117,0317,1717,1517,0811,1117,1117,1117,0411,0000,1319,1717,1117,1117,1121,0711,1117,1111,1117,1117,0202,0411,1717,1721,1721,1717,1112
15421,0505,0305,0101,0303,0305,0203,0303,0306,0505,0303,0000,0103,0305,0505,0303,0505,0303,0303,0303,0101,0303,0303,0606,0303,0205,0305,0305,0000,0303,0303,0206,0303,0305,0303,0303,0103,0303,0303,0000,0103,0303,0505,0303,0105,0303,0303,0303,0303,0105,0303,0303,0000,0303,0303,0303,0808,0303,0303,0103,0303,0307,0105,0303,0306,0505,0203
15422,0305,0101,0103,0505,0101,0101,0305,0505,0103,0405,0101,0101,0104,0103,0505,0105,0101,0000,0303,0101,0505,0101,0101,0101,0404,0101,0303,0305,0103,0105,0303,0000,0101,0105,0101,0304,0101,0103,0105,0505,0105,0000,0105,0103,0103,0303,0105,0000,0105,0101,0105,0101,0303,0101,0303,0101,0101,0000,0105,0105,0101,0505,0101,0102,0101,0103
15426,0508,0808,0203,0102,0208,0308,0208,0308,0808,0202,0202,0108,0208,0206,0102,0808,0808,0208,0608,0808,0606,0202,0202,0508,0208,0810,0108,0000,0208,0808,0206,0208,0206,0202,0808,0808,0202,0203,0206,0108,0808,0408,0808,0210,0808,0610,0308,0108,0708,0508,0208,0000,0203,0000,0808,0202,0208,0208,0208,0000,0105,0102,0000,0102,0808,0208
15427,0505,0505,0507,0508,0205,0509,0709,0205,0507,0508,0205,0102,0507,0000,0707,0505,0707,0505,0209,0707,0507,0707,0202,0507,0207,0202,0202,0207,0606,0808,0507,0507,0505,0505,0107,0507,0507,0000,0202,0707,0107,0205,0808,0505,0505,0205,0808,0505,0507,0205,0505,0000,0707,0307,0707,0505,0202,0507,0507,0505,0707,0404,0207,0505,0707,0208
15439,0305,0303,0303,0311,0303,0303,0311,0303,0303,0303,0303,0303,1111,0000,0311,0303,0303,0304,0303,0606,1010,0303,0303,0303,0311,0411,0000,0911,0303,0303,0303,0303,0303,0311,0311,0303,0000,0304,0306,0306,0303,0303,0303,0303,0306,0404,0303,0303,1111,0103,0306,0000,0303,0303,0311,0303,0203,0303,0303,0304,0303,0311,0311,1111,0303,0311
15453,0606,0606,0606,0606,0606,0610,0606,0606,0306,0611,0607,0606,0609,0606,0611,0606,0611,0106,0606,0606,0606,0606,0606,0606,0606,0606,0606,0606,0606,0606,0606,0606,0606,0606,0612,0606,0606,0606,0606,0606,0606,0606,0611,0606,0406,0306,0000,0606,0506,0606,0608,0606,0606,0611,0606,0606,0606,0000,0609,0606,0606,0611,0000,0606,0606,0206
15454,0709,0509,0909,0909,0409,0209,0909,0913,0000,0909,0909,0909,0000,0909,0909,0909,0000,0909,1111,0909,0909,0909,0000,0909,0909,0909,0909,0513,0609,0509,0909,0909,0909,0909,0913,0909,0909,0909,1313,0109,0000,1313,0909,1214,0913,0909,0909,0909,0913,0909,0513,0909,0808,0509,0909,0909,0911,0909,0909,0909,0809,0909,0909,0909,0909,0909
15456,0000,3333,2222,1616,0000,0716,0000,0000,1516,1516,0000,0716,1621,1630,0000,1616,1616,1416,1516,1616,0000,1616,2424,1616,1616,1630,1630,1213,0716,1616,1616,0000,0000,1616,0000,3032,1516,0000,0000,1516,1630,1516,0616,0000,0707,0000,0000,1616,1616,1616,0312,1516,1616,0000,0000,1516,1619,1516,1616,1616,2222,2424,0000,0000,0824,0000
15458,0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0000,0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0000,0404,0404,0204,0404,0404,0404,0404,0404,0000,0404,0000,0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0204,0404,0404,0404,0404,0404,0404,0204,0404,0404,0404,0404,0404,0404,0404,0404
15459,0909,0509,0309,0000,0309,0909,0309,0000,0000,0309,0309,0309,0309,0909,0309,0309,0309,0916,0909,0000,0309,0000,0309,0109,0309,0000,0000,0309,0000,0309,0309,0909,0909,0309,0309,0309,0509,0509,0309,0309,0509,0309,0309,0000,0000,0911,0909,0000,0309,0309,0509,0309,0909,0909,0000,0609,0913,0309,0309,0910,0909,0309,0309,0309,0309,0000
15460,0506,0000,0606,0000,0606,0606,0606,0606,0606,0306,0606,0606,0606,0606,0606,0606,0606,0606,0606,0606,0000,0606,0606,0606,0606,0606,0606,0607,0606,0612,0606,0606,0606,0206,0606,0606,0610,0606,0606,0606,1010,0606,0606,0606,0606,0606,0606,0606,0606,0000,0606,0606,0606,1010,0606,0606,0606,0606,0606,0606,0606,0000,0606,0606,0606,0606
15461,1313,0613,1313,1313,1313,1313,1313,1313,0000,0513,1313,1313,0513,1313,1313,0000,1313,1313,1313,0000,1313,1313,1313,0000,1313,1313,1313,1313,1313,1313,1313,1313,1313,1313,0113,1313,1313,1313,0000,1313,0413,1313,1313,0000,0000,0513,1313,1113,1313,1313,1313,1313,0000,1313,1313,1313,1313,1313,1313,0313,1313,0000,0000,0513,1313,1313
15465,0202,0202,0202,0202,0202,0202,0202,0202,0102,0202,0202,0202,0202,0102,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0205,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0203,0102,0202,0205,0000,0202,0202,0202,0202,0202,0102,0102,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202
15467,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0203,0303,0303,0303,0303,0303,0103,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0103,0303
15468,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0103,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0203,0303,0303,0303,0303,0303,0103,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0103,0303
15469,0303,0303,0303,0303,0303,0303,0303,0303,0103,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0103,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0103,0203,0303,0303,0303,0303,0303,0103,0303,0303,0303,0303,0304,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0103,0303
15470,0303,0303,0303,0303,0303,0303,0303,0203,0303,0303,0303,0303,0000,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0203,0303,0103,0303,0303,0303,0303,0303,0000,0303,0303,0303,0303,0303,0303,0303,0303,0000,0303,0303,0303,0303,0303,0308,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0203,0303
15473,0909,0909,0909,0909,0909,0709,0909,0909,0709,0709,0709,0912,0909,0909,0909,0909,0000,0909,0709,0000,0909,0909,0909,0709,0909,0709,0809,0000,0309,0609,0809,0909,0909,0909,0000,0909,0000,0709,0709,0909,0909,0709,0909,0909,0909,0809,0409,0609,0109,0909,0909,0909,0909,0000,0909,0909,0000,0709,0909,0709,0709,0709,0709,0709,0809,0909
15474,0303,0303,0303,0303,0000,0000,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0304,0303,0303,0303,0303,0303,0303,0303,0000,0303,0303,0203,0000,0303,0303,0303,0303,0303,0303,0303,0303,0304,0303,0303,0303,0000,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0103,0303
15475,0707,0000,0707,0507,0707,0707,0507,0307,0707,0707,0000,0707,0707,0507,0000,0707,0707,0707,0507,0707,0707,0707,0000,0707,0707,0507,0000,0507,0707,0707,0707,0707,0707,0711,0507,0707,0507,0000,0707,0707,0707,0707,0707,0707,0507,0507,0507,0507,0507,0707,0507,0507,0707,0507,0000,0707,0708,0507,0707,0507,0507,0507,0707,0507,0000,0507
15476,0404,0404,0404,0404,0404,0404,0000,0404,0404,0404,0404,0404,0404,0404,0404,0304,0404,0404,0404,0404,0404,0404,0404,0405,0404,0404,0404,0404,0404,0404,0404,0304,0404,0404,0404,0404,0404,0404,0404,0204,0101,0404,0404,0404,0404,0405,0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0000,0404,0404,0404,0404,0404,0404,0404,0404
15477,0812,0000,0000,1212,0812,1212,0000,0000,0312,0312,0312,1212,0312,0303,0312,1212,0312,0000,0000,0312,1212,0808,0000,0312,0312,0312,0212,0312,0312,1212,0112,1212,1212,0000,1212,0312,0312,0812,0312,0812,0312,1212,0312,0812,0812,0000,0312,1212,0000,0312,0000,0000,0303,0812,0000,1212,0000,0112,0000,0312,1214,0000,1212,1212,0312,0000
15478,0707,0404,0407,0707,0207,0707,0407,0709,0707,0707,0707,0407,0909,0000,0909,0000,0000,0000,0707,0000,0707,0707,0707,0707,0000,0707,0707,0207,0707,0707,0000,0000,0707,0000,0707,0707,0304,0707,0202,0707,0000,0707,0707,0707,0407,0707,0707,0707,0707,0707,0000,0000,0909,0707,0707,1010,0707,0707,0707,0207,0707,0404,0707,0607,0707,0000
15483,1010,0909,0909,0909,0409,0509,0505,0909,0909,0309,0909,0209,0909,0909,0509,0909,0000,0000,0909,0909,0309,0000,0909,0909,0509,0909,0909,0909,0909,0909,0909,0912,0909,0000,0909,0910,0000,0909,0109,0909,0909,0505,0909,1313,0505,0909,0509,0909,0000,0909,0309,0909,0509,1111,0909,0712,0609,0909,0309,0909,0000,0808,0909,0909,0000,0909
15486,0808,0808,0808,0808,0809,0808,0000,0208,0808,0808,0808,0808,0808,0208,0808,0808,0000,0811,0000,0808,0808,0208,0808,0808,0808,0808,0808,0208,0000,0808,0808,0808,0808,0808,0108,0808,0808,0808,0808,0811,0208,0808,0808,0308,0808,0208,0608,0000,0808,0208,0808,0808,0000,0812,0808,0808,0608,0808,0708,0508,0808,0808,0808,0808,0808,0000
15492,0505,0404,0405,0505,0505,0405,0505,0405,0405,0505,0404,0405,0304,0405,0505,0405,0000,0405,0505,0405,0505,0505,0405,0305,0405,0405,0404,0305,0404,0405,0405,0505,0405,0405,0304,0405,0505,0505,0304,0505,0405,0405,0204,0405,0505,0405,0405,0105,0505,0405,0405,0505,0505,0405,0405,0405,0404,0404,0405,0205,0405,0405,0505,0405,0505,0405
15494,0404,0000,0304,0404,0404,0404,0404,0405,0000,0405,0404,0405,0404,0505,0405,0304,0406,0505,0404,0404,0404,0000,0405,0405,0404,0404,0606,0405,0404,0203,0505,0405,0404,0404,0404,0404,0404,0404,0104,0404,0404,0404,0405,0505,0000,0404,0606,0404,0304,0404,0405,0405,0404,0000,0404,0405,0406,0404,0405,0404,0606,0404,0404,0404,0404,0304
15495,0409,0408,0000,0409,0406,0405,0404,0505,0000,0404,0404,0404,0404,0404,0404,0404,0405,0510,0404,0404,0404,0404,0304,0404,0407,0404,0404,0505,0405,0204,0505,0507,0204,0404,0404,0404,0404,0405,0404,0405,0405,0304,0404,0404,0205,0307,0404,0405,0104,0404,0404,0404,0404,0407,0405,0405,0404,0505,0409,0505,0404,0304,0404,0505,0404,0404
15498,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0203,0303,0303,0303,0303,0203,0303,0303,0303,0304,0303,0303,0303,0303,0303,0305,0303,0303,0303,0303,0303,0303,0305,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0103,0303,0303,0303,0303
15499,0000,0311,0000,0000,0311,0404,0303,0611,1111,1111,0507,0606,1111,0303,1111,0404,0103,0101,0311,0911,0404,0314,0000,0404,0303,0404,0303,0203,1111,0411,0303,0303,0000,0312,0303,0913,0303,0311,0303,1111,0707,0303,0303,0404,0303,0000,0101,0909,1111,1111,0303,0000,0707,0103,0711,0202,1011,0707,1114,0311,0101,0812,0000,0311,1111,0303
15502,0101,0101,0101,0303,0303,0303,0000,0305,0103,0103,0000,0101,0101,0105,0103,0303,0303,0103,0101,0101,0103,0103,0303,0105,0101,0303,0105,0303,0101,0103,0304,0303,0101,0101,0303,0101,0303,0305,0101,0305,0305,0202,0303,0303,0101,0101,0101,0101,0103,0101,0505,0303,0103,0303,0505,0101,0000,0101,0103,0303,0101,0101,0105,0101,0103,0303
15505,0404,0104,0707,0709,0707,0107,0404,0308,0000,0707,0000,0104,0707,0404,0606,0303,0101,0307,0000,0505,0303,0707,0707,0709,0707,0707,0707,0000,0707,0101,0107,0407,0202,0707,0707,0101,0101,0303,0407,0207,0707,0304,0707,0103,0505,0000,0707,0107,0707,0404,0406,0707,0710,0202,0107,0407,0307,0404,0304,1111,0303,0404,0707,0000,0707,0909
15508,0404,0104,0204,0202,0204,0202,0102,0204,0202,0000,0202,0404,0204,0404,0204,0204,0204,0404,0104,0101,0204,0202,0202,0202,0204,0204,0404,0202,0202,0404,0404,0204,0204,0101,0202,0204,0204,0202,0104,0102,0104,0404,0202,0101,0204,0404,0202,0404,0102,0202,0404,0202,0204,0202,0104,0404,0204,0404,0000,0204,0202,0404,0000,0304,0202,0204
15509,0000,1117,1123,1117,0111,1717,0000,0922,0521,1120,0211,1117,0317,0000,0511,0000,1111,1215,1522,0000,1515,1717,0000,2121,0000,1115,0311,0617,1717,0000,1111,2020,1111,1111,0000,1717,1521,0410,1111,1517,0000,1113,0000,1321,1010,0202,1120,1118,0519,1117,1115,0000,1717,0000,1115,1111,0000,0000,1117,1721,1115,1111,1515,1111,1620,1111
15510,0923,0617,2323,0909,0909,0321,0709,0607,0707,0610,0707,0921,0909,2020,0717,0909,0917,0000,0000,2121,0709,1818,0000,1823,0714,0709,0707,0914,0909,0709,0707,0918,2121,0707,0617,0922,0000,0709,0707,0913,1018,2121,0000,0102,0707,0717,0917,0709,2020,0809,0709,0000,0921,2323,1818,0000,1921,0000,1117,0918,0707,0509,0707,0000,0918,0505
15515,0707,0000,0303,0000,0000,0607,0307,0307,0307,0307,0307,0303,0307,0307,0307,0307,0307,0307,0307,0000,0307,0000,0307,0307,0307,0307,0307,0707,0307,0307,0000,0000,0307,0707,0307,0307,0307,0307,0307,0307,0307,0307,0307,0307,0000,0307,0307,0307,0307,0307,0707,0707,0307,0707,0307,0307,0307,0307,0307,0303,0707,0303,0307,0303,0307,0000
15517,0203,0303,0202,0202,0202,0202,0000,0303,0303,0203,0405,0303,0203,0203,0303,0303,0202,0202,0203,0505,0202,0203,0203,0203,0000,0203,0202,0808,1010,0000,0202,0303,0000,0202,0000,0203,0303,0203,0203,0303,0304,0103,0303,0203,0202,0203,0209,0202,0203,0202,0203,0203,0303,1111,0203,0203,0202,0202,0203,0206,0203,0204,0000,0202,0000,0203
15520,0303,0303,0303,0305,0303,0303,0303,0303,0303,0303,0303,0303,0305,0303,0303,0303,0303,0303,0303,0303,0303,0303,0103,0303,0000,0305,0303,0303,0303,0303,0305,0305,0203,0305,0303,0303,0303,0304,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0103,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0000,0303,0303,0305
15525,0307,0407,0707,0913,0215,0202,0710,0913,0909,0413,0911,0913,1012,0000,0404,0709,0913,0913,1313,0909,0910,0909,0713,0713,0713,0000,0913,0707,0405,0413,0713,0413,0209,0109,0909,0911,0707,0407,1213,0913,1313,0709,0713,0707,0707,0712,0708,0406,0713,0912,0909,0709,0713,0412,0407,0707,0709,1213,0407,0409,0413,1313,0000,0000,0707,0407
15527,0909,0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0000,0404,0404,0000,0104,0404,0404,0404,0411,0404,0407,0404,0404,0404,0409,0409,0404,0204,0411,0409,0405,0304,0409,0404,0404,0404,0404,0406,0404,0404,0404,0404,0404,0404,0404,0409,0404,0408,0404,0404,0409,0110,0404,0404,0411,0404,0411,0411,0407,0404,0404,0104,0404
15529,0106,0606,0606,0000,0306,0606,0609,1111,0611,0000,1414,0607,0606,0606,0606,0609,0606,1111,0606,0613,0606,1115,0606,0606,0202,0611,0000,0606,0609,0613,0606,0206,0606,0613,0206,0606,0606,0000,0606,0606,0609,0606,0609,0613,0606,0606,0609,0606,0606,0606,0606,0609,0617,0609,0000,0617,0606,0606,0000,0606,0606,1111,0606,0606,0000,0616
15530,0505,1014,0000,0916,0505,0000,0505,0510,0405,0405,0207,0505,0505,1010,1011,0511,0515,0510,0505,0505,0000,0510,0000,0000,0510,0405,0514,0000,0105,0510,0505,0511,0509,0505,1011,0505,0105,0405,0405,0310,0511,1012,0505,0510,0305,0505,0505,0510,0511,0510,0509,0514,1014,0510,0505,0514,0510,0510,0511,0515,0511,0000,0505,0511,0405,0505
15532,0303,0303,0303,0303,0303,0000,0303,0303,0303,0303,0303,0303,0303,0303,0304,0303,0303,0303,0303,0303,0304,0303,0303,0303,0303,0000,0304,0303,0303,0303,0303,0303,0303,0303,0303,0303,0202,0303,0303,0303,0303,0303,0303,0000,0303,0305,0303,0303,0303,0303,0303,0303,0103,0303,0303,0303,0303,0303,0303,0000,0303,0303,0303,0303,0303,0303
15534,0909,0911,0909,1313,0915,1414,0000,0609,0000,0917,0909,0209,0913,0909,0917,0909,0909,0909,0909,0000,0000,0000,0917,0909,0000,0917,2020,0917,0909,0909,1218,0917,0919,1717,0000,0709,0909,0922,0909,0909,0909,0609,0917,1618,0917,0923,1822,1717,0408,0609,1717,0000,0509,0909,0920,0909,0404,0917,0917,0909,0909,0909,0000,0909,0309,1718
15536,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0000,0101,0101,0000,0101,0000,0101,0000,0101,0101,0101,0101,0101,0000,0103,0101,0101,0101,0101,0000,0101,0101,0102,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0000,0101,0101,0101,0101,0101,0101,0000,0101,0101,0000,0000,0101,0101
15538,0404,0404,0404,0404,0404,0404,0104,0404,0405,0405,0404,0405,0404,0404,0404,0404,0000,0404,0405,0405,0104,0404,0404,0404,0404,0404,0404,0404,0104,0404,0404,0405,0404,0404,0104,0304,0404,0405,0404,0104,0405,0404,0405,0000,0404,0405,0405,0404,0404,0404,0405,0104,0405,0104,0405,0405,0405,0104,0405,0404,0404,0104,0404,0404,0404,0404
15540,0101,0101,0103,0101,0101,0101,0103,0101,0103,0103,0101,0101,0101,0103,0101,0101,0103,0101,0103,0103,0103,0101,0101,0101,0101,0101,0101,0101,0101,0101,0103,0103,0101,0101,0101,0101,0101,0103,0101,0101,0103,0102,0103,0103,0101,0103,0103,0101,0101,0101,0103,0101,0103,0101,0103,0103,0103,0101,0103,0101,0101,0101,0101,0101,0101,0101
15544,0202,0202,0202,0202,0202,0203,0202,0202,0202,0202,0202,0202,0202,0203,0202,0202,0202,0202,0202,0000,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0102,0202,0202,0202,0202,0202,0202,0202,0000,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202
15545,0512,0505,0505,0512,0507,0505,0405,0505,0512,0512,0000,0000,0505,0505,0508,0512,0512,0505,0512,0505,0512,0505,0512,0505,0405,0505,1212,0512,0000,0512,0000,0512,0505,0505,0505,0505,0000,0000,0507,0000,1212,0000,0505,0505,0512,0000,0505,0305,0505,0000,0512,0405,0000,0505,0505,0505,0505,0505,0512,0505,0505,0405,0000,0505,0512,0000
